title,description,source,relevance_score,matched_keywords,matched_groups,keyword_frequencies
"['ENT\xa04940 Entrepreneurship Practicum', '1 Credit']","Provides a forum for completing a portfolio of supervised experiential learning activities related to entrepreneurship and the entrepreneurial mindset. Through these activities, students enhance their mastery of such entrepreneurial competencies as opportunity recognition, opportunity assessment, resource leveraging, bootstrapping, risk mitigation, value innovation, and guerrilla behavior.",https://catalog.ufl.edu/UGRD/courses/management/,1.5,Risk Mitigation,technical_skills-1,"{""risk mitigation"": 1}"
"['EMA\xa04913 Research in Materials Science and Engineering 1', '1 Credit']","Short research problems in materials science and engineering, usually including a final thesis.",https://catalog.ufl.edu/UGRD/courses/materials_science_and_engineering/,3.0,Materials Science,engineering_capabilities-2,"{""materials science"": 2}"
"['EMA\xa04914 Research in Materials Science and Engineering 2', '3 Credits']","Continuation of EMA 4913: short research problems in materials science and engineering, usually including a final thesis.",https://catalog.ufl.edu/UGRD/courses/materials_science_and_engineering/,3.0,Materials Science,engineering_capabilities-2,"{""materials science"": 2}"
"['EMA\xa04935 Special Topics', '1-3 Credits']","Laboratory, lectures or conferences covering selected topics in materials science and engineering.",https://catalog.ufl.edu/UGRD/courses/materials_science_and_engineering/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
"['MAN\xa04301 Human Resource Management', '4 Credits']","Major human resource management functional areas. Topics include organizational employment planning, employment regulation, job analysis, performance assessment, recruitment and selection, training and development, employee/labor relations and compensation.",https://catalog.ufl.edu/UGRD/courses/management/,2.0,Resource Management,technical_skills-1,"{""resource management"": 2}"
"['EGM\xa04585 Modeling and Control of Biomolecular Machines', '3 Credits']","Overview of biomolecular systems engineering. Introduction to cell processes, biochemical kinetics, models of biological macromolecules, analyses of biomolecular dynamics, simulation of stochastic behaviors, common gene regulatory network motifs, and the design of synthetic biology circuits.",https://catalog.ufl.edu/UGRD/courses/mechanical_and_aerospace_engineering/,2.5,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 1}"
"['EGM\xa04853 Bio-Fluid Mechanics and Bio-Heat Transfer', '3 Credits']",A study of biothermal fluid sciences with an emphasis on the physiological processes occurring in human blood circulation and the underlying mechanisms from an engineering prospective.,https://catalog.ufl.edu/UGRD/courses/mechanical_and_aerospace_engineering/,1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
"['EMA\xa04450 Li-ion Next Generation Batteries', '3 Credits']","Qualities and reactions that characterize Li-ion batteries and other electrochemical cells. Emphasis on mechanical properties. Li-ion and Sodium-ion batteries, fuel cells, capacitors, and hydrogen storage.",https://catalog.ufl.edu/UGRD/courses/mechanical_and_aerospace_engineering/,11.5,Hydrogen;Fuel Cell;Electrochemical,use-3;hydrogen_phrases-5;engineering_capabilities-2,"{""hydrogen"": 1, ""fuel cell"": 1, ""electrochemical"": 1}"
"['EML\xa04140 Heat Transfer', '3 Credits']","Steady state and transient analysis of conduction and radiation heat transfer in stationary media. Also discusses heat transfer in fluid systems, including forced and free convection.",https://catalog.ufl.edu/UGRD/courses/mechanical_and_aerospace_engineering/,2.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 3}"
"['EML\xa04147C Thermal Sciences Design and Laboratory', '3 Credits']","Thermodynamics, fluid mechanics, and heat transfer integrated with design and laboratory.",https://catalog.ufl.edu/UGRD/courses/mechanical_and_aerospace_engineering/,1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
"['EML\xa04312 Control of Dynamic Systems', '3 Credits']","Theory, analysis and design of control systems, including mechanical, electromechanical, hydraulic, pneumatic, thermal, and aerospace components and systems.",https://catalog.ufl.edu/UGRD/courses/mechanical_and_aerospace_engineering/,1.5,Control Systems,technical_skills-1,"{""control systems"": 1}"
"['MAA\xa04226 Introduction to Modern Analysis 1', '3 Credits']","Topology of metric spaces, numerical sequences and series, continuity, differentiation, the Riemann-Stieltjes integral, sequences and series of functions, the Stone-Weierstrass theorem, functions of several variables, Stokes' theorem and the Lebesgue theory. Credit will be given for, at most, MAA 4226 or MAA 5228.",https://catalog.ufl.edu/UGRD/courses/mathematics/,4.5,ESG,sustainability_and_policy-4,"{""esg"": 1}"
"['MAA\xa04227 Introduction to Modern Analysis 2', '3 Credits']","Continues the modern analysis sequence discussing the topology of metric spaces, numerical sequences and series, continuity, differentiation, the Riemann-Stieltjes integral, sequences and series of functions, the Stone-Weierstrass theorem, functions of several variables, Stokes' theorem and the Lebesgue theory. Credit will be given for, at most, MAA 4227 or MAA 5229.",https://catalog.ufl.edu/UGRD/courses/mathematics/,4.5,ESG,sustainability_and_policy-4,"{""esg"": 1}"
"['EML\xa04314C Dynamics and Controls System Design Laboratory', '3 Credits']",Experiments on dynamic systems in mechanical and aerospace engineering and design of relevant control systems.,https://catalog.ufl.edu/UGRD/courses/mechanical_and_aerospace_engineering/,1.5,Control Systems,technical_skills-1,"{""control systems"": 1}"
"['EML\xa04416 Solar Energy Utilization', '3 Credits']","Fundamentals of solar radiation; basic heat transfer and thermodynamic topics with solar engineering applications; solar concentrating devices and flat plate solar absorbers; state of the art solar technologies, thermal storage, concentrating power generation systems, thermochemical storage, electrochemical storage technologies, photovoltaic systems.",https://catalog.ufl.edu/UGRD/courses/mechanical_and_aerospace_engineering/,7.5,Electrochemical;Power Generation;Heat Transfer,technical_skills-1;use-3;engineering_capabilities-2,"{""power generation"": 1, ""electrochemical"": 1, ""heat transfer"": 1}"
"['IND\xa03512 Professional Practice of Interior Design', '3 Credits']","Consideration of office practices and design project management. Explores contract documents, associated legal aspects, marketing strategies, professional ethics, staff personnel practices and career planning. Integration of computer software for project scheduling and time management. A case study exploration of ethics and contracting for design services is used. Studies integration of appropriate computer software for office management and project scheduling.",https://catalog.ufl.edu/UGRD/courses/interior_design/,2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
"['IND\xa03627 Sustainable Interior Environments', '3 Credits']","Provides an understanding of sustainable interior environments. Introduces best practices, current trends, and case studies in various interior settings. Explores key elements of sustainability including environmental history, indoor sustainable development, waste management, energy consumption, and water conservation.",https://catalog.ufl.edu/UGRD/courses/interior_design/,4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
"['EIN\xa02002 Introduction to Industrial and Systems Engineering', '1 Credit']",Introduction to the field of industrial and systems engineering. Provides an overview of methodological and application areas as well as career paths.,https://catalog.ufl.edu/UGRD/courses/industrial_and_systems_engineering/,3.0,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 2}"
"['IDS\xa01359 Innovation in Action', '2 Credits']","Focuses on execution of creative problem-solving strategies through completion of a design sprint, resulting in an innovative project. Students refine design thinking skills developed in IDS 1940, research and prototype a concept, test and refine the prototype, and complete and present the final project at the “Catalyst” showcase.",https://catalog.ufl.edu/UGRD/courses/innovation_academy/,3.5,Catalyst,production-3,"{""catalyst"": 1}"
"['EIN\xa04335 Senior Design Project', '3 Credits']",Integration of industrial and systems engineering methodologies; emphasizes methods of successful implementation. Project and case-study oriented.,https://catalog.ufl.edu/UGRD/courses/industrial_and_systems_engineering/,2.5,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 1}"
"['EIN\xa04905 Special Problems in Industrial and Systems Engineering', '1-4 Credits']",Problems and systems studies associated with honors programs representing undergraduate research. Selected advanced topics including new developments and techniques in industrial and systems engineering.,https://catalog.ufl.edu/UGRD/courses/industrial_and_systems_engineering/,3.0,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 2}"
"['EIN\xa04937 Industrial and Systems Engineering Seminar', '1 Credit']",Lectures and discussions on general and specific engineering problems. Individual investigations and research reports on assigned topics. Orientation for an industrial career.,https://catalog.ufl.edu/UGRD/courses/industrial_and_systems_engineering/,2.5,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 1}"
"['EIN\xa04944 Practical Work in Industrial and Systems Engineering', '1-3 Credits']","One term of industrial employment, including extra work according to a preapproved outline. Practical engineering work under industrial supervision as set forth in the Herbert Wertheim College of Engineering regulations.",https://catalog.ufl.edu/UGRD/courses/industrial_and_systems_engineering/,2.5,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 1}"
"['ESI\xa03327C Matrix and Numerical Methods in Systems Engineering', '3 Credits']","Theory and application of vector, matrix and other numerical methods to systems problems. Simultaneous linear equations, characteristic values, quadratic forms, error analysis, use of series, curve fitting, nonlinear equations, discrete methods. The laboratory sessions will emphasize numerical solutions using common programming languages.",https://catalog.ufl.edu/UGRD/courses/industrial_and_systems_engineering/,2.5,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 1}"
"['ESI\xa04356 Decision Support Systems for Industrial and Systems Engineers', '4 Credits']",Applications of decision support systems in industrial and systems engineering; developing and implementing decision support systems arising in industrial and systems engineering using popular database management and spreadsheet software.,https://catalog.ufl.edu/UGRD/courses/industrial_and_systems_engineering/,3.0,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 2}"
"['ESI\xa04357 Web-Based Decision Support Systems for Industrial and Systems Engineers', '4 Credits']",Introduces the Internet and e-commerce; Internet tools and technologies necessary for the development of web-based decision support systems; designing and implementing web-based decision support systems arising in the practice of industrial and systems engineering using popular software packages.,https://catalog.ufl.edu/UGRD/courses/industrial_and_systems_engineering/,2.5,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 1}"
"['ESI\xa04614 Decision Analytics Design', '3 Credits']","Studies methods for designing and evaluating analytics systems for optimizing decision making. Teaches technical and programming skills for implementation and feedback of an analytics pipeline from input data curation, processing, and validation, to prescribing outcomes.",https://catalog.ufl.edu/UGRD/courses/industrial_and_systems_engineering/,3.5,Pipeline,delivery_and_storage-3,"{""pipeline"": 1}"
"['HSA\xa04364 Healthcare Operations Management, Strategy, and Quality', '3 Credits']","Provides a working knowledge of healthcare operations management, and with an understanding of the importance of effective and efficient delivery of healthcare services within the healthcare industry, and to society overall. Learn to develop, evaluate, and apply management systems, project management tools, supply chain management, operations performance metrics, and quality improvement strategies using both quantitative and qualitative skill.",https://catalog.ufl.edu/UGRD/courses/health_science/,2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
"['IDS\xa02154 Facets of Sustainability', '3 Credits']","Introduces theory and practices of sustainability from a variety of topical concerns and academic fields. Investigate challenges of pursuing sustainability via texts, lectures, debate and discussion, and written assignments.",https://catalog.ufl.edu/UGRD/courses/interdisciplinary_studies/,5.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 3}"
"['IDS\xa04942 Sustainability in Action', '3 Credits']","Capstone course that integrates readings, discussion and practical experience in a sustainability-related community service, internship or project.",https://catalog.ufl.edu/UGRD/courses/interdisciplinary_studies/,5.0,Sustainability,sustainability_and_policy-4,"{""sustainability"": 2}"
"['AMH\xa02631 History of Sustainability', '3 Credits']",Explores the history of sustainability as an idea and practice in the US from the time of European settlement to the near present.,https://catalog.ufl.edu/UGRD/courses/history/,5.0,Sustainability,sustainability_and_policy-4,"{""sustainability"": 2}"
"['GIS\xa03072C Geographic Information Systems', '3 Credits']","Addresses GIS concepts, data sources, spatial references: GIS data modeling, management, and editing; surface modeling; and vector and raster analysis. Provides practical examples, tutorials, and projects serving the geomatics, natural resource management, and planning fields.",https://catalog.ufl.edu/UGRD/courses/agl_ag_sfrc_geomatics/,4.0,Geographic Information Systems;Resource Management,technical_skills-1;engineering_capabilities-2,"{""geographic information systems"": 1, ""resource management"": 1}"
"['SUR\xa04380 Remote Sensing', '3 Credits']","Remote sensing systems, ground truthing, image classification systems, mapping applications, applications in plant and animal science, urban planning, engineering, geology, and integration into geographic information systems.",https://catalog.ufl.edu/UGRD/courses/agl_ag_sfrc_geomatics/,2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
"['HOS\xa03285 The Organic Debate: Organic Agriculture Development & Regulations', '1 Credit']","Organic farming is a rapidly developing production system. This introductory course provides a critical analysis of organic agriculture growth, consumer perceptions, and regulations at the national and international level. This course also focuses on organic agriculture transdisciplinary innovations and challenges in advancing environmental, economic, and social sustainability of food production.",https://catalog.ufl.edu/UGRD/courses/agl_ag_horticultural_sciences/,4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
"['GEA\xa04465 Amazonia', '3 Credits']","Biophysical basis of natural resource management, cultural diversity, and economic development in Amazonia. Appreciating the complexity and variability of soils, vegetation, aquatic ecosystems, and climate in the region offers clues for understanding human settlement and development, as well as the potential and limitations of the rich natural resource base.",https://catalog.ufl.edu/UGRD/courses/geography/,1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
"['FNR\xa04343C Forest Water Resources', '3 Credits']","Watershed hydrology, balances and models. Water quality parameters, processes and loading. Ecosystem and watershed functions. Watershed resources management.",https://catalog.ufl.edu/UGRD/courses/forest_resources_and_conservation/,1.5,Water Quality,technical_skills-1,"{""water quality"": 1}"
"['FNR\xa04623C Integrated Natural Resource Management', '3 Credits']","Integrative approach to the study of forest resource management for the production of multiple products, such as timber, recreation, wildlife, rangeland, utilizing the case study approach.",https://catalog.ufl.edu/UGRD/courses/forest_resources_and_conservation/,2.0,Resource Management,technical_skills-1,"{""resource management"": 2}"
"['GEO\xa02351 Geographical Sciences and Sustainability', '3 Credits']","Examines the most critical environmental issues facing the world today; emphasizes the sustainability of both human and physical systems in the 21st century utilizing cutting-edge geographic technologies: spatial analysis, GIS, and satellite imagery.",https://catalog.ufl.edu/UGRD/courses/geography/,5.0,Sustainability,sustainability_and_policy-4,"{""sustainability"": 2}"
"['FOR\xa03202 Society and Natural Resources', '3 Credits']","Local-to-global and individual-to-institutional perspectives on natural resource values, sustainability, diversity, and social change with consideration of potential paths for working with complex human and natural resource systems.",https://catalog.ufl.edu/UGRD/courses/forest_resources_and_conservation/,4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
"['FOR\xa03434C Forest Resources Information Systems', '3 Credits']","Introduces the concepts, principles, and applications of geographic information systems, remote sensing and global positioning systems that emphasize applications in forest resource management.",https://catalog.ufl.edu/UGRD/courses/forest_resources_and_conservation/,4.0,Geographic Information Systems;Resource Management,technical_skills-1;engineering_capabilities-2,"{""geographic information systems"": 1, ""resource management"": 1}"
"['FAS\xa04014 Aquaculture I', '3 Credits']","Overview of the field of aquaculture, including water quality, production systems, nutrition, spawning, and the common fish and invertebrate groups cultured in the United States. Entirely web-based with narrated PowerPoint lectures followed by readings and other resources for each learning topic. Includes weekly topics in asynchronous class discussions.",https://catalog.ufl.edu/UGRD/courses/fisheries_and_aquatic_sciences/,1.5,Water Quality,technical_skills-1,"{""water quality"": 1}"
"['AEB\xa04424 Human Resources Management in Agribusiness', '3 Credits']","Issues involved in the strategic and effective management of human resources in agribusiness. Human resource management concepts and techniques designed to improve agribusiness organizational teamwork, productivity, performance, and enterprise success. Explores the unique aspects of labor management and includes application through use of case problems, triad, and video techniques.",https://catalog.ufl.edu/UGRD/courses/food_and_resource_economics/,1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
"['GEO\xa04060 People and Parks', '3 Credits']","Introduces global protected area management. Describes history of protected areas on several continents and discusses how international definitions of protected area objectives match the rapidly changing needs of society. Broadens the idea of protected areas to discuss private and community conservation. Introduces inclusive conservation. Takes students through a process of assessing the sustainability of parks from a biological, economic, social, and institutional perspective.",https://catalog.ufl.edu/UGRD/courses/geography/,4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
"['FYC\xa04003 Personal and Family Financial Counseling', '3 Credits']",Examines family economics and resource management issues and impact on the well-being of family across the major transitions of the family life-cycle. The complex process of financial decision-making and the role of the financial counselor are addressed.,https://catalog.ufl.edu/UGRD/courses/family_youth_and_community_sciences/,1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
"['FOS\xa04290 Principles of Food Safety Systems', '2 Credits']","This course is designed to cover 1) current issues in food supply chain including security and safety in domestic and international food industry, 2) various food safety control systems, 3) principles of HACCP and FSMA Preventive controls. The course also provides hands-on practice in developing a food safety plan.",https://catalog.ufl.edu/UGRD/courses/food_science_and_human_nutrition/,1.5,Control Systems,technical_skills-1,"{""control systems"": 1}"
"['GIS\xa03043 Foundations of Geographic Information Systems', '4 Credits']","Geographic Information Systems (GIS) as the technology for creation, modification, display, and analysis of spatial information. Develops knowledge of GIS, competence in geographic databases, and familiarity with computer software and hardware.",https://catalog.ufl.edu/UGRD/courses/geography/,3.0,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 2}"
"['FYC\xa04428 Human Resource Management for Nonprofits', '3 Credits']","Presents the various HRM activities such as recruitment, testing, selection, performance management, labor relations, volunteer management, compensation and training, for more effective management. Experiential exercises are used to simulate personnel/HRM tasks and issues that managers face in nonprofit organizations, such as conflict and leadership.",https://catalog.ufl.edu/UGRD/courses/family_youth_and_community_sciences/,1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
"['EES\xa04005C Ecological Engineering', '3 Credits']",Application of ecological and engineering principles to natural resource management and problem solving.,https://catalog.ufl.edu/UGRD/courses/environmental_engineering_sciences/,1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
"['GLY\xa02038 Sustainability and the Changing Earth', '3 Credits']","Introduces planet Earth as a dynamic and complex global system which has changed due to human interaction. Course materials demonstrate physical and chemical links between the geosphere, hydrosphere, biosphere and atmosphere that directly impact the sustainability of human lifestyles at a variety of timescales. (P)",https://catalog.ufl.edu/UGRD/courses/geology/,5.0,Sustainability,sustainability_and_policy-4,"{""sustainability"": 2}"
"['ORH\xa04256 Nutritional Management of Nursery Crops', '3 Credits']","Techniques for determining, interpreting, and managing the nutritional status of container grown greenhouse and nursery crops. Includes water quality, substrate physical and chemical parameters, irrigation, and fertilization practices.",https://catalog.ufl.edu/UGRD/courses/environmental_horticulture/,1.5,Water Quality,technical_skills-1,"{""water quality"": 1}"
"['CGN\xa02328 Technical Drawing and Visualization', '3 Credits']","Two- and three-dimensional graphical methods of visualizing and communicating features of projects for construction involving parcel boundaries, topography, drainage, site modeling, site development, structures, buildings and objects using both traditional and computer-aided drafting and design techniques.",https://catalog.ufl.edu/UGRD/courses/engineering_/,2.5,Technical Drawing,engineering_capabilities-2,"{""technical drawing"": 1}"
"['ENV\xa04411 Stormwater Control Systems', '3 Credits']","Chemical, physical, biological and hydrologic aspects of rainfall runoff and control through unit operations and processes (UOPs). Stormwater physical and chemical loads. Interactions between hydrologic processes, water chemistry, sediment transport, infrastructure materials and UOPs for treatment and reuse.",https://catalog.ufl.edu/UGRD/courses/environmental_engineering_sciences/,1.5,Control Systems,technical_skills-1,"{""control systems"": 1}"
"['ENV\xa04430 Water Treatment Process Design', '3 Credits']","Design of selected water treatment processes including disinfection, air stripping, adsorption, ion exchange and membrane processes.",https://catalog.ufl.edu/UGRD/courses/environmental_engineering_sciences/,3.5,Ion Exchange,production-3,"{""ion exchange"": 1}"
"['EGN\xa02020C Engineering Design & Society', '2 Credits']","Introduction to emphasizing the human-centered design process to address societal challenges. Explore solid modeling, introductory programming, sensors, data acquisition, and 3D printing as maker tools for engineering prototyping. In a team environment, utilize multidisciplinary approaches, project management, and written and oral communication skills to create societal-based designs.",https://catalog.ufl.edu/UGRD/courses/engineering_/,2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
"['EGS\xa04619 Agile Project Management for Engineers and Scientists', '3 Credits']","Students will receive with a comprehensive understanding of the agile mindset, and why agility is often needed when managing complex-adaptive products and projects in a volatile and uncertain environment. The course promotes agile thinking and applications using the Scrum framework and identifies conditions that enable (and disable) personal and organizational agility.",https://catalog.ufl.edu/UGRD/courses/engineering_/,2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
"['EGS\xa04625 Fundamentals of Engineering Project Management', '3 Credits']","Provides a comprehensive understanding of how to plan, optimize, and efficiently manage projects (or tasks) to implement products, services, or developments. Includes building the structure, processes, components, and linkages with a team for successful project delivery within schedule, budget, and quality requirements.",https://catalog.ufl.edu/UGRD/courses/engineering_/,2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
"['EML\xa03007 Elements of Thermodynamics and Heat Transfer', '3 Credits']","Applications of first and second laws of thermodynamics to closed and open systems. Steady one-dimensional conduction, lumped parameter analysis, convection, radiation. Intended for non-mechanical engineering students.",https://catalog.ufl.edu/UGRD/courses/engineering_/,1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
"['ECO\xa02310 Economics of Sustainability', '3 Credits']","Examines issues of environmental sustainability from an economic perspective. Discusses economic treatment of renewable and nonrenewable resources, land constraints, and global climate change. Identifies potential policy solutions grounded in economic theory.",https://catalog.ufl.edu/UGRD/courses/economics/,5.0,Sustainability,sustainability_and_policy-4,"{""sustainability"": 2}"
"['DIG\xa02430 Digital Storyboarding', '3 Credits']","Storyboards, essential to production pipelines in the digital media field, help visual storytellers plan out and organize the sequence of events in a story. Explore various methodologies and fundamental techniques for effectively translating a written script or screenplay to the digital screen via the storyboarding process.",https://catalog.ufl.edu/UGRD/courses/digital_worlds_institute/,3.5,Pipeline,delivery_and_storage-3,"{""pipeline"": 1}"
"['DIG\xa03521 Project Methodologies', '3 Credits']","Introduces skills for successfully planning and managing digital projects. Focuses on the production of digital games, animation, and digital audio/video to learn about management life cycle, project parameters, matrix management challenges, effective project management tools and techniques, interpersonal skills, and the role of a project manager.",https://catalog.ufl.edu/UGRD/courses/digital_worlds_institute/,2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
"['CJL\xa04410 Criminal Procedure', '3 Credits']","Studies constitutional rights of the accused in criminal proceedings. Focuses on analysis of case materials involving the law of arrest, search and seizure, the use of confessions, fair trial and the prohibition of cruel and unusual punishments.",https://catalog.ufl.edu/UGRD/courses/criminology/,3.5,CCUS,production-3,"{""ccus"": 1}"
"['DIG\xa04185 Experience Design for Social Engagement', '3 Credits']","Explore user experience (UX) design and user engagement, and address social challenges (e.g. sustainability, accessibility, minority concerns) in individual and group projects. Identify target user needs, develop solutions, create a prototype application, and undertake user testing by applying UX theories, experience design history, and user-centered design principles.",https://catalog.ufl.edu/UGRD/courses/digital_worlds_institute/,4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
"['DIG\xa04354 3D Character Animation', '3 Credits']","Techniques for 3D character animations. Practice character development, pipeline management, procedural framework simulation, and basic rigging alongside studies of motion picture animation. Master industry-standard tools to animate basic 3D objects, 3D bipedal motion, and key-framing.",https://catalog.ufl.edu/UGRD/courses/digital_worlds_institute/,3.5,Pipeline,delivery_and_storage-3,"{""pipeline"": 1}"
"['DIG\xa04361C Advanced 2D Digital Animation Techniques', '3 Credits']","Develop advanced industry-standard practices in digital 2D animation. Within a collaborative environment, create a 30 second film in order to learn the production pipeline, time management, and task allocation while demonstrating advanced animation techniques.",https://catalog.ufl.edu/UGRD/courses/digital_worlds_institute/,3.5,Pipeline,delivery_and_storage-3,"{""pipeline"": 1}"
"['DIG\xa04527C Game Design and Production', '3 Credits']","Interdisciplinary approach to game design and production. Emphasizes rapid prototyping, agile design, collaboration, and project management in a relatively short development cycle. Work on idea pitches, write concept proposals, and work to develop a video game.",https://catalog.ufl.edu/UGRD/courses/digital_worlds_institute/,2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
"['BCN\xa01001 Introduction to Construction Management', '1 Credit']",Familiarizes pre-construction students with the nature and functioning of the construction industry and the building construction curriculum. Emphasizes the specific safety regulations pertaining to the construction industry.,https://catalog.ufl.edu/UGRD/courses/construction_management/,2.5,Construction Management,engineering_capabilities-2,"{""construction management"": 1}"
"['BCN\xa03027C Principles of Construction Management', '3 Credits']",Examines the role of various players involved in the construction and the administration of a construction project. Importance of ethical conduct in all aspects of construction business and operations. Development of advanced writing and presentation skills for construction professionals.,https://catalog.ufl.edu/UGRD/courses/construction_management/,2.5,Construction Management,engineering_capabilities-2,"{""construction management"": 1}"
"['CLA\xa02521 Classical Antiquity and Sustainability', '3 Credits']","Examines classical antiquity, applying methods and theories of sustainability to explore the impact of the ancient Greeks and Romans on their environment and focusing on the distribution of wealth, social stratification, land use and classical representations of the natural world. (H)",https://catalog.ufl.edu/UGRD/courses/classics/,5.0,Sustainability,sustainability_and_policy-4,"{""sustainability"": 2}"
"['CAP\xa03020 Theory and Practice of Multimedia Production', '3 Credits']",Combines the traditional media production pipeline and software engineering processes to synthesize an approach geared for the production of works incorporating both artistic and computational elements.,https://catalog.ufl.edu/UGRD/courses/computer_and_information_science_and_engineering/,3.5,Pipeline,delivery_and_storage-3,"{""pipeline"": 1}"
"['BCN\xa03734 Construction Managements Role in Community Risk Reduction', '3 Credits']","Provides a general overview of the role of construction managers in the community risk reduction as it pertains to fire, natural, and manmade disasters.",https://catalog.ufl.edu/UGRD/courses/construction_management/,2.5,Construction Management,engineering_capabilities-2,"{""construction management"": 1}"
"[""BCN\xa04105 Sustainable Housing: Putting the 3 E's into Residential Practice"", '3 Credits']","Sustainability is more than just building green; it's the balance and intersection of ""the 3 e's:"" environment, economics, and social equity. Examine approaches to advancing sustainable housing in ways that postindustrial residential planning and building practices have thus far neglected to address.",https://catalog.ufl.edu/UGRD/courses/construction_management/,4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
"['CGN\xa03510 Introduction to Sustainable Engineering', '3 Credits']",Overview of the principles of sustainability as they relate to civil and environmental engineering issues. Discussions and projects facilitate a basic understanding of the production-consumption model and life cycle assessment.,https://catalog.ufl.edu/UGRD/courses/civil_and_coastal_engineering/,5.0,Life Cycle Assessment;Sustainability,sustainability_and_policy-4,"{""sustainability"": 1, ""life cycle assessment"": 1}"
"['CGN\xa04160 Civil Engineering Practice', '4 Credits']","Fundamentals of civil engineering professional practice: project management, construction delivery processes, business concepts, public policy, administration, diversity and equity issues in civil engineering, and leadership.",https://catalog.ufl.edu/UGRD/courses/civil_and_coastal_engineering/,2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
"['CGN\xa04910 Structures-Geotechnical-Construction Comprehensive System Design', '3 Credits']","Simulation of a design office experience through the completion and presentation of a comprehensive building design. Students work in multi-disciplinary groups to complete a system design that includes structural, geotechnical and construction management considerations.",https://catalog.ufl.edu/UGRD/courses/civil_and_coastal_engineering/,2.5,Construction Management,engineering_capabilities-2,"{""construction management"": 1}"
"['CEN\xa03907C Computer Engineering Design 1', '3 Credits']","Reinforce basic computer engineering skills; design, produce, and report on a computer engineering project, meeting defined specifications and using a structured design methodology and project management.",https://catalog.ufl.edu/UGRD/courses/electrical_and_computer_engineering/,2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
"['BCN\xa04594 Building Energy Modeling', '3 Credits']","As energy becomes a more precious commodity, it is crucial to design and operate high performance buildings. A solid foundation of energy engineering and sustainability principles is essential to achieving these higher performance standards.",https://catalog.ufl.edu/UGRD/courses/construction_management/,4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
"['BCN\xa04709C Construction Project Management', '3 Credits']","Understanding the various forms of project delivery methods (Design-Bid-Build, Design-Build, and Construction Management) and the underlying principles for choosing the appropriate system. Recognizing the complexity of the preconstruction process including conceptual estimating and scheduling, life cycle costing, constructability reviews, value engineering, risk management and special contract requirements. Understanding management and administration of a construction project.",https://catalog.ufl.edu/UGRD/courses/construction_management/,3.0,Construction Management;Project Management,engineering_capabilities-2,"{""construction management"": 1, ""project management"": 1}"
"['BCN\xa04880 Management of Heavy/Highway Construction', '3 Credits']","Theory and practice of construction planning, methods and project management. Project control from conception through the construction phase: procurement of design professional, prime contractor, subcontractor, construction manager, project/program manager. Also includes definition of and delineation between each entity, construction contract types, delivery systems, heavy/highway plans reading, quality assurance/quality control, nuances of planning and bidding a unit price project, and project administration.",https://catalog.ufl.edu/UGRD/courses/construction_management/,4.0,Quality Assurance;Project Management,technical_skills-1;engineering_capabilities-2,"{""project management"": 1, ""quality assurance"": 1}"
